序號,詞語,級別,注音,漢拼,詞類/性質,詞彙英譯,語義/義項,情境,用法-常用搭配詞,例句
1248,鼻水,第3*級,ㄅㄧˊ ㄕㄨㄟˇ,bíshuǐ,N,"nasal mucus, snot",鼻子裡流出來的水。,7.身體、醫療,流鼻水,她病了好幾天，一直咳嗽、流鼻水。
1249,伯父,第3*級,ㄅㄛˊ ㄈㄨˋ,bófù,N,uncle,父親的哥哥，或是朋友的父親。,1.個人資料,,大伯父下午都會去河邊散步。伯父好，我來看您了！
1250,伯母,第3*級,ㄅㄛˊ ㄇㄨˇ,bómǔ,N,aunt,伯父的太太，或是朋友的母親。,1.個人資料,,我伯母早上都會去市場買菜。伯母好，好久不見！
1251,步,第3*級,ㄅㄨˋ,bù,M,pace,,核心詞,走幾步,你只要多走幾步路就會看到更大的超級市場。
1252,不得了,第3*級,ㄅㄨˋ ㄉㄜˊ ㄌㄧㄠˇ,bùdéliǎo,Vs,"extremely, terrifically,  terrible",,核心詞,Vs＋得不得了，真不得了,這家餐廳好吃得不得了！不得了！我忘了今天要考試。
1253,不管,第3*級,ㄅㄨˋ ㄍㄨㄢˇ,bùguǎn,Conj,no matter,,核心詞,,不管下不下雨，我都去運動。不管做什麼事，他都很認真。
1254,參觀,第3*級,ㄘㄢ ㄍㄨㄢ,cānguān,V,to look around,到一個地方看一看。,4.休閒、娛樂,參觀＋地方,老師帶我們去參觀學校的圖書館。
1255,餐桌,第3*級,ㄘㄢ ㄓㄨㄛ,cānzhuō,N,dining table,吃飯用的桌子。,2.日常起居,一張餐桌,除夕夜的時後，餐桌上放滿了各種好吃的菜。
1256,層,第3*級,ㄘㄥˊ,céng,M,classifier for floor,,核心詞,十層樓,我的教室在三樓，每天爬兩層樓梯。
1257,層,第3*級,ㄘㄥˊ,céng,M,layer,,核心詞,三層蛋糕,他結婚的時候，準備了一個五層大蛋糕。天氣太冷了，我穿了好幾層衣服還覺得冷。
1258,差1,第3*級,ㄔㄚ,chā,Vs,"short, poor",比較不好的，比較不夠的,核心詞,,我這次考試考得很差。我差三分鐘就搭上那班車了。
1259,差1,第3*級,ㄔㄚ,chā,Vs,difference between,兩個東西比較，有多少的不同。,核心詞,差三歲,我和姊姊差了三歲。這兩間房子一樣大，但是房租差了一千元。
1260,吵,第3*級,ㄔㄠˇ,chǎo,Vs,noisy,讓人很煩的聲音。,核心詞,,我家在大馬路旁邊，很多車子，所以很吵。市場人很多，很吵。
1261,吵,第3*級,ㄔㄠˇ,chǎo,V,to quarrel,兩個人以上意見不同，生氣大聲地說話。,核心詞,跟……吵起來,因為停車的問題，他們快要吵起來了。
1262,吵,第3*級,ㄔㄠˇ,chǎo,V,to disturb by making a noise,聲音影響別人。,核心詞,,他在睡覺，不要吵他。
1263,乘,第3*級,ㄔㄥˊ,chéng,V,to multiply,,8.教育、學習,,五乘二是十。5X2=10
1264,程度,第3*級,ㄔㄥˊ ㄉㄨˋ,chéngdù,N,"degree, level",能力的高低。,8.教育、學習,不同程度，各種程度,我們的語言中心有不同程度的法文課。
1265,成功,第3*級,ㄔㄥˊ ㄍㄨㄥ,chénggōng,Vs,"to succeed, to achieve success",得到想要的結果。,8.教育、學習,,這次的活動，辦得非常成功。
1266,成功,第3*級,ㄔㄥˊ ㄍㄨㄥ,chénggōng,N,success,得到想要的結果。,8.教育、學習,,他的成功，完全是因為自己的努力。
1267,出生,第3*級,ㄔㄨ ㄕㄥ,chūshēng,V,to be born,小孩子從媽媽的肚子出來。,1.個人資料,在……出生,我在美國出生，在台灣長大。請在這裡寫你的出生年、月、日。
1268,除,第3*級,ㄔㄨˊ,chú,V,divided by,,8.教育、學習,,十除以二是五。10÷2=5
1269,除夕,第3*級,ㄔㄨˊ ㄒㄧˋ,chúxì,N,Lunar New Year’s Eve,農曆十二月最後一天的晚上。,15.文化,除夕夜,每年除夕，我全家都一起吃晚餐。
1270,除了,第3*級,ㄔㄨˊ ˙ㄌㄜ,chúle,Prep,"except, besides, in addition to",1.沒有包括在裡面。<br/>2.包括在裡面。,核心詞,1.除了……（以外/外），都……2.除了……（以外/外），也/還……,1.台灣小吃除了臭豆腐以外，我都吃。2.除了游泳以外，他們也喜歡踢足球。
1271,傳,第3*級,ㄔㄨㄢˊ,chuán,V,to pass,一方給另一方,核心詞,傳球,請把作業本傳給後面的同學。
1272,傳,第3*級,ㄔㄨㄢˊ,chuán,nan,"to deliver, to send",,核心詞,傳簡訊,他傳簡訊給我，說他今天不來上課。
1273,春季,第3*級,ㄔㄨㄣ ㄐㄧˋ,chūnjì,N,spring (time),春天。,5.交通、旅遊,,一年四季當中，我最喜歡春季。
1274,春假,第3*級,ㄔㄨㄣ ㄐㄧㄚˋ,chūnjià,N,spring break,學校春天放的假。,8.教育、學習,放春假,春假的時候我們去日本旅行。
1275,從來,第3*級,ㄘㄨㄥˊ ㄌㄞˊ,cónglái,Adv,from then till now,從以前到現在。 （常常跟不／沒一起用）,核心詞,從來沒（有），從來不,他從來沒出過國。我從來不遲到。
1276,存,第3*級,ㄘㄨㄣˊ,cún,V,to deposit,把錢或是東西放在銀行裡或是安全的地方，留著以後用。,11.公共服務,存錢,我把錢存在銀行。
1277,存,第3*級,ㄘㄨㄣˊ,cún,V,"to save, to keep (in the archive)",把資料放在安全的地方。,11.公共服務,存資料,我把資料存在電腦裡。
1278,答案,第3*級,ㄉㄚˊ ㄢˋ,dáàn,N,answer,,8.教育、學習,標準答案,「先有雞，還是先有蛋？」這個問題沒有標準答案。
1279,大陸,第3*級,ㄉㄚˋ  ㄌㄨˋ,dàlù,N,"continent, mainland",地球上，很大的一塊土地，例如：歐洲大陸、非洲大陸,1.個人資料,美洲大陸，歐洲大陸,今天上課，我介紹歐洲大陸的國家。
1280,大陸,第3*級,ㄉㄚˋ  ㄌㄨˋ,dàlù,nan,Mainland China,台灣叫中國的另一種名字。,1.個人資料,中國大陸,他下個月要去大陸工作。
1281,帶來,第3*級,ㄉㄞˋ ㄌㄞˊ,dàilái,Vp,to bring about,,核心詞,帶來希望，帶來影響，給……帶來……,這個颱風帶來了很大的影響。這個消息給我們帶來很大的希望。
1282,當時,第3*級,ㄉㄤ ㄕˊ,dāngshí,N,"then, at that time",那時候。,核心詞,,A：「爸爸，照片裡你穿的衣服好奇怪。」B：「這件上衣的樣子是當時最流行的。」
1283,當中,第3*級,ㄉㄤ ㄓㄨㄥ,dāngzhōng,N,"among, in the middle",在很多人、東西或時間裡面的部分。,核心詞,在……當中,在這些語言課當中，我最想上德文課。
1284,擔心,第3*級,ㄉㄢ ㄒㄧㄣ,dānxīn,Vs,to worry about,對一件事或人不放心。,核心詞,,我擔心明天的考試，所以晚上都睡不好。你應該早點回家，不要讓父母擔心。
1285,得到,第3*級,ㄉㄜˊ ㄉㄠˋ,dédào,Phrase,to get,拿到。,核心詞,得到機會,他得到一個可以出國讀書的機會。在傳統社會，結婚要得到父母的同意。
1286,等/等等,第3*級,ㄉㄥˇ /ㄉㄥˇ ㄉㄥˇ,děng/ děngděng,Ptc,"etc., and so on",像這樣的例子還有很多。,核心詞,,這家店賣很多種甜點，例如：冰淇淋、巧克力、蛋糕等等。
1287,等到,第3*級,ㄉㄥˇ ㄉㄠˋ,děngdào,Phrase,"wait until, by the time, when",,核心詞,,等到大家都來了，活動就可以開始了。等到放暑假，我們就可以出國旅行了。
1288,低頭,第3*級,ㄉㄧ ㄊㄡˊ,dītóu,V,to lower one’s head,把頭往下。,核心詞,,走路的時候，不要低頭看手機。他不跟我說話，只低著頭吃飯，好像生氣了。
1289,底,第3*級,ㄉㄧˇ,dǐ,N,bottom,最下面。,核心詞,水底,他的手機掉到水底，找不到了。
1290,底,第3*級,ㄉㄧˇ,dǐ,N,the end of a month or a year,一個月或是一年的最後幾天。,核心詞,年底，月底,還沒到月底，我的錢就花光了。我朋友年底會來台灣旅行。
1291,地點,第3*級,ㄉㄧˋ ㄉㄧㄢˇ,dìdiǎn,N,location,,核心詞,,請告訴我上課的時間和地點。我們這禮拜旅行的地點是淡水。
1292,東方,第3*級,ㄉㄨㄥ ㄈㄤ,dōngfāng,N,east,早上的時候，太陽起來的方向。  亞洲的另一個名字。,核心詞,東方人，東方文化,早上五點多的時候，太陽從東方慢慢上來。他因為喜歡東方文化，所以到亞洲來旅行。
1293,動,第3*級,ㄉㄨㄥˋ,dòng,V,to move,,核心詞,,我要幫你們照相，站好，別動。我坐太久了，要起來動一動。這個箱子裝了很多書，我搬不動。
1294,動,第3*級,ㄉㄨㄥˋ,dòng,V,to touch,,核心詞,,不要動我的東西！
1295,豆/豆子,第3*級,ㄉㄡˋ,dòu/ dòuzi,N,bean,,10.餐飲、烹飪,一顆豆子，紅豆，綠豆,夏天很熱，喝一碗冰冰的綠豆湯特別舒服。
1296,多麼,第3*級,ㄉㄨㄛˊ ˙ㄇㄜ,duóme,Adv,how,說人、事情、東西、地方非常漂亮、美麗、好吃等等。,核心詞,,你看！今天天氣多麼好，我們出們走走吧！不管雨下得多麼大，我都會去上課。
1297,朵,第3*級,ㄉㄨㄛˇ,duǒ,M,classifier for flower,,核心詞,一朵花,女朋友生日的時候，他送了九十九朵花。
1298,法律,第3*級,ㄈㄚˇ ㄌㄩˋ,fǎlǜ,N,law,,8.教育、學習,,他是學法律的
1299,煩,第3*級,ㄈㄢˊ,fán,Vs,"to be annoyed, upset",做不喜歡的事，或是覺得很麻煩，心情不好。,核心詞,,最近又要考試，又要找房子搬家，讓我很煩。
1300,煩,第3*級,ㄈㄢˊ,fán,V,to bother,一直麻煩別人，讓別人心裡不舒服。,核心詞,,他最近工作很多，別去煩他。
1301,方,第3*級,ㄈㄤ,fāng,N,"direction, place",位子的一邊或一面。,核心詞,北方,下公車的時候，要注意後方來的車。開車的時候要注意前方。
1302,方面,第3*級,ㄈㄤ ㄇㄧㄢˋ,fāngmiàn,N,aspect,事情當中的一部分。,8.教育、學習,各方面，在……方面;,他常問老師文法方面的問題。
1303,方向,第3*級,ㄈㄤ ㄒㄧㄤˋ,fāngxiàng,N,direction,向東南西北或前後、上下其中的一邊。,核心詞,,這個颱風往日本的方向去，不會影響台灣。
1304,房,第3*級,ㄈㄤˊ,fáng,N,room,房子裡面的其中一間。,2.日常起居,雙人房，三人房，客房,我們訂了一間三人房。
1305,房屋,第3*級,ㄈㄤˊ ㄨ,fángwū,N,house,房子,2.日常起居,一間房屋,鄉下的房屋一般會有院子。
1306,放心,第3*級,ㄈㄤˋ ㄒㄧㄣ,fàngxīn,Vs,"to feel relieved, to feel assured",心理覺得輕鬆、不害怕、不緊張。,核心詞,,我一到台灣就打電話回家，讓家人放心。我父母不放心我一個人去旅行。
1307,發燒,第3*級,ㄈㄚ ㄕㄠ,fāshāo,Vp,fever,生病的時候，身體不正常的變熱。,7.身體、醫療,發高燒,我好像發燒了，身體不太舒服，就趕快去看病。
1308,非洲,第3*級,ㄈㄟ ㄓㄡ,fēizhōu,N,Africa,,核心詞,非洲國家，非洲大陸,這部電影是在非洲拍的。
1309,改,第3*級,ㄍㄞˇ,gǎi,V,to change,換時間、地點或事情等。,核心詞,改時間，改地點,開會的時間改到下午兩點。
1310,改,第3*級,ㄍㄞˇ,gǎi,V,"to grade( paper, assignment )",給成績。,核心詞,改作業,老師把作業改完了。
1311,改,第3*級,ㄍㄞˇ,gǎi,V,to correct (prounciation),把錯的變對的。,核心詞,改錯字,老師常常改學生的錯字。
1312,剛好,第3*級,ㄍㄤ ㄏㄠˇ,gānghǎo,Vs,appropriate,合適。,核心詞,,這件衣服的大小剛好，很合適。你來得剛好，我有事情要找你。
1313,剛好,第3*級,ㄍㄤ ㄏㄠˇ,gānghǎo,Adv,exactly,正好。,核心詞,剛好聽到，剛好看到,哥哥離開學校的時候，剛好開始下大雨。
1314,感覺,第3*級,ㄍㄢˇ ㄐㄩㄝˊ,gǎnjué,N,feeling,心裡對事情的想法。,核心詞,奇怪的感覺,到一個新的國家，心裡會有不安全的感覺。
1315,感覺,第3*級,ㄍㄢˇ ㄐㄩㄝˊ,gǎnjué,V,"be aware of, to feel",覺得。,核心詞,感覺到,考完試，我感覺很輕鬆。
1316,高級,第3*級,ㄍㄠ ㄐㄧˊ,gāojí,Vs,advanced,比一般標準更高、更好的。,8.教育、學習,高級旅館，高級餐廳,"他住的旅館很高級，一個晚上要15,000元。"
1317,公路,第3*級,ㄍㄨㄥ ㄌㄨˋ,gōnglù,N,"highway, freeway",,5.交通、旅遊,高速公路,海邊的公路風景很美。過年的時候，高速公路上的車很多
1318,工人,第3*級,ㄍㄨㄥ　 ㄖㄣˊ,gōngrén,N,worker,像是水電工、木工等需要特別能力工作的人，或只需要用力氣工作的人。,3.職業,,我父親是工人，每天一大早就出門工作，很晚才回家。
1319,光,第3*級,ㄍㄨㄤ,guāng,Vp,to finish,事或物結束。,核心詞,吃光，花光,他一個禮拜就把一個月的生活費花光了。
1320,姑姑/姑,第3*級,ㄍㄨ　 ˙ㄍㄨ,gūgu,N,father's sister,父親的姊姊或妹妹。,1.個人資料,,我有兩個姑姑，一個叔叔。
1321,姑媽,第3*級,ㄍㄨ  ㄇㄚ,gūmā,N,"father's sister, paternal aunt",父親的姊姊或妹妹，一般是說年紀比較大的人。,1.個人資料,,我有兩個姑媽，一個叔叔。
1322,櫃子/櫃,第3*級,ㄍㄨㄟˋ　˙ㄗ/ㄍㄨㄟˋ,guìzi/guì,N,"cabinet, chest of drawers",有門而且裡面可以放衣服、鞋子、書的東西。,核心詞,衣櫃，鞋櫃，書櫃,弟弟把玩具放進櫃子裡。
1323,國小,第3*級,ㄍㄨㄛˊ ㄒㄧㄠˇ,guóxiǎo,N,elementary school (Taiwan),在台灣，六歲到十二歲的小孩上學的地方。,1.個人資料,一所國小，國小……年級,我妹妹現在是國小四年級的學生。
1324,害怕,第3*級,ㄏㄞˋ ㄆㄚˋ,hàipà,Vs,"to fear, to be afraid of",心裡覺得怕。,核心詞,覺得害怕，害怕……事,晚上我一個人在家，覺得很害怕。大部分的學生都害怕考試。
1325,韓國,第3*級,ㄏㄢˊ ㄍㄨㄛˊ,hánguó,N,"Korea, Republic of Korea, South Korea",,1.個人資料,韓國人，韓國菜,今年暑假，我們全家決定去韓國玩。
1326,汗,第3*級,ㄏㄢˋ,hàn,N,"perspiration, sweat",身體變熱、運動以後、緊張的時候，身體流出來的水。,7.身體、醫療,,第一次跟女朋友的父親母親見面，他很緊張，汗一直流。
1327,合適,第3*級,ㄏㄜˊ ㄕˋ,héshì,Vs,"suitable, appropriate",剛好可以。,核心詞,,要是在台灣找到合適的工作，我就不回國了。這件衣服大小合適，你穿起來很好看。
1328,合作,第3*級,ㄏㄜˊ ㄗㄨㄛˋ,hézuò,V,to cooperate,有同樣目的的人，一起做事。,6.社交、人際,和……合作，跟……合作,他們合作開了一間公司。我和同學合作，寫完一個研究報告。
1329,合作,第3*級,ㄏㄜˊ ㄗㄨㄛˋ,hézuò,N,cooperation,,6.社交、人際,合作計畫,這兩家公司有合作的機會。
1330,畫家,第3*級,ㄏㄨㄚˋ ㄐㄧㄚ,huàjiā,N,painter,把畫畫當工作的人。,4.休閒、娛樂,一位畫家,妹妹說她長大以後想當畫家。
1331,環保,第3*級,ㄏㄨㄢˊ ㄅㄠˇ,huánbǎo,N,environmental protection,對環境的保護。,14.社會,,現代人越來越注意環保了。
1332,極,第3*級,ㄐㄧˊ,jí,Adv,"very, extremely",程度很高。,核心詞,好極了，極好，級熱,好極了，我買到回家的飛機票了！
1333,加班,第3*級,ㄐㄧㄚ ㄅㄢ,jiābān,V,to work overtime,在原來的工作時間加上更多的工作時間。,3.職業,晚上加班，加（＋時間）的班，加班費,因為工作非常多，所以這個禮拜我們每天加班。
1334,家具/傢俱,第3*級,ㄐㄧㄚ　 ㄐㄩˋ/ ㄐㄧㄚ　 ㄐㄩˋ,jiājù/jiājù,N,furniture,像沙發、桌子、椅子、櫃子、床等等，放在家裡用的東西。,2.日常起居,兩件家具，一套家具,過年快到了，我們家換了許多新家具。
1335,假日,第3*級,ㄐㄧㄚˋ ㄖˋ,jiàrì,N,holiday,放假的日子。,核心詞,,10月10日是台灣的假日。我假日都會回家看爸爸媽媽。
1336,減,第3*級,ㄐㄧㄢˇ,jiǎn,V,to subtract,,核心詞,,五減二是三。5-2=3
1337,建議,第3*級,ㄐㄧㄢˋ ㄧˋ,jiànyì,N,"suggestion, recommendation",給別人的意見或辦法。,核心詞,接受建議，提出建議,如果我的朋友要來台灣念書，我會給他一些建議。
1338,建議,第3*級,ㄐㄧㄢˋ ㄧˋ,jiànyì,V,"to propose, to suggest",給別人意見或辦法。,核心詞,A建議B做什麼事,醫生建議我多喝水、多休息，感冒就會好。
1339,教授,第3*級,ㄐㄧㄠˋ ㄕㄡˋ,jiàoshòu,N,professor,大學裡面的老師。,8.教育、學習,,我的母親是一位大學教授，她很喜歡這份工作。
1340,教書,第3*級,ㄐㄧㄠ ㄕㄨ,jiāoshū,V,to teach,在學校教學生。,3.職業,在……教書,我的姊姊在一所高中教書，學生們都很喜歡她。
1341,叫做,第3*級,ㄐㄧㄠˋ ㄗㄨㄛˋ,jiàozuò,V,to be called,,核心詞,把……叫做……,他的名字叫做Ian。以前把陽明山叫做草山。
1342,接著/接着,第3*級,ㄐㄧㄝ ˙ㄓㄜ,jiēzhe,Adv,then,一件事情結束後，馬上開始做另一件事情。,核心詞,,我上完中文課，接著上歷史課。
1343,節日,第3*級,ㄐㄧㄝˊ ㄖˋ,jiérì,N,festival,一個國家特別的日子。,15.文化,一個節日，傳統節日,中秋節是台灣的傳統節日。
1344,結果,第3*級,ㄐㄧㄝˊ ㄍㄨㄛˇ,jiéguǒ,N,result,事情最後的樣子。,核心詞,研究結果，兩種結果,如果事情沒有好的開始，就很難有好的結果。
1345,結果,第3*級,ㄐㄧㄝˊ ㄍㄨㄛˇ,jiéguǒ,Adv,in the end,事情最後的樣子。,核心詞,,我今天去書店買這個月的雜誌，結果賣完了。
1346,結束,第3*級,ㄐㄧㄝˊ ㄕㄨˋ,jiéshù,Vp,end,事情做完或停下活動。,核心詞,活動結束，比賽結束,這學期的課結束了，明天開始放暑假。籃球比賽已經結束了，大家都走了。
1347,金色,第3*級,ㄐㄧㄣ ㄙㄜˋ,jīnsè,N,golden (color),,核心詞,金色的頭髮,過年的時候我們會在紅色的紙上寫金色的字。
1348,經常,第3*級,ㄐㄧㄥ ㄔㄤˊ,jīngcháng,Adv,"often, frequently, regularly, constantly",常常。,核心詞,,他上課經常遲到，讓老師很生氣。
1349,精神,第3*級,ㄐㄧㄥ ㄕㄣˊ,jīngshén,N,energy,,7.身體、醫療,精神好，有精神，沒精神,運動以後，我的精神特別好。
1350,居留證,第3*級,ㄐㄩ ㄌㄧㄡˊ ㄓㄥˋ,jūliúzhèng,N,residence certificate,,11.公共服務,,請問外國人得在台灣住多久才能辦居留證？
1351,開會,第3*級,ㄎㄞ ㄏㄨㄟˋ,kāihuì,Phrase,to have a meeting,和其他人一起討論事情。,3.職業,開了一個鐘頭的會,這個建議很好，可以在下次開會的時候討論。
1352,開玩笑,第3*級,ㄎㄞ ㄨㄢˊ ㄒㄧㄠˋ,kāiwánxiào,Phrase,to play a joke,說著好玩，不是認真的話。,核心詞,開一個玩笑，開別人玩笑,他很喜歡開玩笑。開別人玩笑的時候要小心，可能會讓別人生氣。
1353,看法,第3*級,ㄎㄢˋ　ㄈㄚˇ,kànfǎ,N,"view, opinion",對人、事、物的想法、意見。,核心詞,對……的看法，不同的看法,他們對這件事情有不同的看法。
1354,咳,第3*級,ㄎㄜˊ,ké,V,to cough,,7.身體、醫療,,他病得很嚴重，咳個不停。
1355,咳嗽,第3*級,ㄎㄜˊ ㄙㄡˋ,késòu,V,to cough,,7.身體、醫療,,最近天氣變冷，感冒、咳嗽的人也多了。
1356,可惜,第3*級,ㄎㄜˇ ㄒㄧˊ,kěxí,Vs,"it is a pity, what a pity, unfortunately",,核心詞,,這次來台灣，沒有時間去台北101，我覺得很可惜。
1357,困難,第3*級,ㄎㄨㄣˋ ㄋㄢˊ,kùnnán,Vs,difficult,事情很難，不容易做。,核心詞,,要同時學好很多種語言非常困難。
1358,困難,第3*級,ㄎㄨㄣˋ ㄋㄢˊ,kùnnán,N,difficulty,,核心詞,,我覺得學中文最大的困難是寫字。
1359,籃子,第3*級,ㄌㄢˊ ˙ㄗ,lánzi,N,basket,,核心詞,一個籃子，提著籃子,明天要去野餐，所以我把準備好的食物放進籃子裡。
1360,老闆娘/老板娘,第3*級,ㄌㄠˇ　ㄅㄢˇ　ㄋㄧㄤˊ / ㄌㄠˇ　ㄅㄢˇ　ㄋㄧㄤˊ,lǎobǎnniáng / lǎobǎnniáng,N,female owner or male owner’s wife,商店、公司的女主人或老闆的太太。,,,餐廳很忙的時候，老闆娘也會來幫忙。
1361,老太太,第3*級,ㄌㄠˇ ㄊㄞˋ ˙ㄊㄞ,lǎotàitɑi,N,old lady,對年紀很大的女生有禮貌的叫法。,核心詞,一位老太太,那位老太太每天早上都會去公園運動，所以現在身體還是很健康。
1362,類,第3*級,ㄌㄟˋ,lèi,M,classifier for kind,,核心詞,,我喜歡吃西瓜、芒果、香蕉這一類甜甜的水果。
1363,連,第3*級,ㄌㄧㄢˊ,lián,V,to connect,兩個事物接在一起。,核心詞,連在一起，連起來,法國和德國連在一起。老師要我們把漢字和拼音連起來。
1364,連,第3*級,ㄌㄧㄢˊ,lián,Conj.,even,,核心詞,連……都……,台灣的夏天很熱，有時候連站著都會流汗。
1365,臉色,第3*級,ㄌㄧㄢˇ　ㄙㄜˋ,liǎnsè,N,complexion,臉上的樣子看得出來開心或不開心、健康或不健康。,7.身體、醫療,臉色不好,因為他感冒了，所以臉色看起來不太好。老闆今天臉色不好，我們說話要小心一點。
1366,涼,第3*級,ㄌㄧㄤˊ,liáng,Vs,cool,有點冷。,13.自然環境,,十一月的時候，天氣涼了，出門要穿外套。
1367,了解/瞭解,第3*級,ㄌㄧㄠˇ ㄐㄧㄝˇ,liǎojiě,V,"to understand, to to comprehend",懂，知道。,核心詞,,我不了解老師的意思。我不了解他這個人。
1368,了解/瞭解,第3*級,ㄌㄧㄠˇ ㄐㄧㄝˇ,liǎojiě,N,understanding,對一件事的認識。,核心詞,,他對亞洲文化的了解不深。
1369,禮貌,第3*級,ㄌㄧˇ ㄇㄠˋ,lǐmào,N,politeness,客氣的樣子。,6.社交、人際,沒/有禮貌,對別人要有禮貌。
1370,利用,第3*級,ㄌㄧˋ ㄩㄥˋ,lìyòng,V,to make use of,,5.交通、旅遊,利用時間，利用機會,他雖然很忙，但常常利用時間讀書。他利用來台灣讀書的機會，到各處旅行。
1371,例如,第3*級,ㄌㄧˋ ㄖㄨˊ,lìrú,Vs,"for example, for instance, such as",比方說。,核心詞,,我很喜歡吃甜點，例如：蛋糕、餅乾和巧克力。
1372,零用錢,第3*級,ㄌㄧㄥˊ ㄩㄥˋ ㄑㄧㄢˊ,língyòngqián,N,pocket money,一般是父母給孩子花用的錢。,2.日常起居,,爸爸媽媽一天給我100塊的零用錢。
1373,流,第3*級,ㄌㄧㄡˊ,liú,V,to flow,水在動。,核心詞,流鼻水,這條河最後會流到大海。
1374,留下,第3*級,ㄌㄧㄡˊ ㄒㄧㄚˋ,liúxià,V,leave,沒帶走,核心詞,,離開的時候，請不要留下垃圾。
1375,毛,第3*級,ㄇㄠˊ,máo,N,animal’s hair,,核心詞,狗毛，貓毛,我家有三隻貓，所以每天地上都有很多毛。
1376,沒想到,第3*級,ㄇㄟˊ ㄒㄧㄤˇ ㄉㄠˋ,méixiǎngdào,Phrase,didn't expect,發生了計畫以外的事，或是跟想的不一樣。,核心詞,,我們打算今天去野餐，沒想到下雨了。我以為他不會說日文，沒想到他說得很好。
1377,美麗,第3*級,ㄇㄟˇ ㄌㄧˋ,měilì,Vs,beautiful,漂亮。,核心詞,美麗的花，美麗的風景,淡水河的風景非常美麗，有機會一定要去看看。
1378,美洲,第3*級,ㄇㄟˇ ㄓㄡ,měizhōu,N,America,,核心詞,北美洲，中美洲，南美洲,我住在南美洲，所以七月的時候是冬天。
1379,米,第3*級,ㄇㄧˇ,mǐ,N,rice,,10.餐飲、烹飪,白米，一包米,用這種米做飯特別香、特別好吃。
1380,母語,第3*級,ㄇㄨˇ ㄩˇ,mǔyǔ,N,native language,一個人第一個學會的語言。,1.個人資料,,他的母語是英語。
1381,目的,第3*級,ㄇㄨˋ ㄉㄧˋ,mùdì,N,purpose,想做到的事。,核心詞,,我來台灣的目的就是要學中文。
1382,歐洲,第3*級,ㄡ ㄓㄡ,ōuzhōu,N,Europe,,核心詞,歐洲國家,每年暑假我們家都會去歐洲玩。
1383,爬,第3*級,ㄆㄚˊ,pá,V,to climb,從下到上、從低到高。,核心詞,爬樹，爬樓梯,我家住在五樓，每天都要爬好多樓梯。
1384,爬,第3*級,ㄆㄚˊ,pá,V,to crawl,人用手和腳在地上往前走。,核心詞,,還不會走路的孩子在地上爬來爬去。
1385,派對,第3*級,ㄆㄞˋ ㄉㄨㄟˋ,pàiduì,N,party,,6.社交、人際,一場派對，參加派對,我今天晚上要去朋友家參加派對。
1386,拼音,第3*級,ㄆㄧㄣ ㄧㄣ,pīnyīn,N,"phonetic transcription, pinyin",,8.教育、學習,,你看拼音就知道這個字怎麼唸。
1387,起,第3*級,ㄑㄧˇ,qǐ,Ptc,from (time),開始。,核心詞,（從）今天起,百貨公司從今天起，所有的衣服都打八折。
1388,淺,第3*級,ㄑㄧㄢˇ,qiǎn,Vs,shallow,水面到水底很近的樣子。,核心詞,,這條河的水很淺，比較安全。
1389,淺,第3*級,ㄑㄧㄢˇ,qiǎn,Vs,light (color),,核心詞,,夏天我喜歡穿淺藍色的衣服，看起來比較涼快。
1390,晴天,第3*級,ㄑㄧㄥˊ ㄊㄧㄢ,qíngtiān,N,sunny day,有太陽的日子。,5.交通、旅遊,,今天是晴天，我打算把外套洗一洗。
1391,情形,第3*級,ㄑㄧㄥˊ ㄒㄧㄥˊ,qíngxíng,N,situation,一種事情的樣子。,核心詞,這種情形，這樣的情形，一種情形，學習情形,他把在台灣生活的情形告訴父母。
1392,其實,第3*級,ㄑㄧˊ ㄕˊ,qíshí,Adv,actually,真的情形跟本來想的不同。,核心詞,,我以為他才五十歲，其實他已經六十多歲了。
1393,其中,第3*級,ㄑㄧˊ ㄓㄨㄥ,qízhōng,N,"among, in",,核心詞,,台灣的水果很多，其中我最喜歡的是芒果。這次有二十個人參加比賽，我是其中一個。
1394,熱鬧,第3*級,ㄖㄜˋ ㄋㄠˋ,rènào,Vs,"bustling with noise and excitement, lively",很多人、很多聲音，很開心的樣子。,9.購物、商店,,過年的時候，大家都回來了，家裡非常熱鬧。
1395,日記,第3*級,ㄖˋ ㄐㄧˋ,rìjì,N,diary,把每天的生活寫下來或畫下來、拍下來。,2.日常起居,寫日記,我從十五歲開始寫日記，到現在已經寫了十年了。
1396,日子,第3*級,ㄖˋ ˙ㄗ,rìzi,N,a (calendar) date,一天。,2.日常起居,,今天是我離開台灣的日子。今天是個適合出去玩的日子。
1397,日子,第3*級,ㄖˋ ˙ㄗ,rìzi,N,days,時候。,2.日常起居,,離開台灣後我常常想起在那裡讀書的日子。
1398,散步,第3*級,ㄙㄢˋ ㄅㄨˋ,sànbù,V,to take a walk,輕鬆地走走。,4.休閒、娛樂,,吃完飯後，我常常到公園散步。
1399,商人,第3*級,ㄕㄤ ㄖㄣˊ,shāngrén,N,"business person,  merchant",做生意的人。,3.職業,一位商人,他不想當畫家，只想當賣畫的商人
1400,上衣,第3*級,ㄕㄤˋ ㄧ,shàngyī,N,upper outer garment,穿在上半身的外衣。,9.購物、商店,一件上衣，白色上衣,昨天我買了一件紅色上衣。我明天要穿白上衣、黑裙子。
